name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date
Adam Walker,adam.walker@gmail.com,2023-05-03,0,None,None,1,1,1,10,3,2011-01-12
Adam Walker,adam.walker@gmail.com,2023-05-03,0,None,None,1,1,1,10,3,2011-02-12
Adam Walker,adam.walker@gmail.com,2023-05-03,0,None,None,1,1,1,10,3,2011-03-12
Adam Walker,adam.walker@gmail.com,2023-05-03,0,None,None,1,1,1,10,3,2011-04-12
Theresa Pennington,theresa.pennington@gmail.com,2011-01-10,0,None,None,1,1,1,10,3,2010-05-07
Theresa Pennington,theresa.pennington@gmail.com,2011-01-10,0,None,None,1,1,1,10,3,2010-06-07
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2019-06-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2019-07-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2019-08-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2019-09-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2019-10-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2019-11-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2019-12-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-01-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-02-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-03-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-04-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-05-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-06-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-07-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-08-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-09-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-10-04
Dana Jones,dana.jones@gmail.com,2019-01-09,0,None,None,1,1,1,20,1,2020-11-04
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-02-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-03-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-04-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-05-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-06-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-07-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-08-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-09-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-10-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-11-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2022-12-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-01-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-02-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-03-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-04-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-05-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-06-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-07-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-08-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-09-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-10-15
Laura Ponce,laura.ponce@gmail.com,2011-11-07,0,None,None,1,1,1,90,1,2023-11-15
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-01-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-02-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-03-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-04-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-05-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-06-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-07-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-08-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-09-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-10-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-11-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2020-12-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2021-01-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2021-02-13
Cristian Davis,cristian.davis@gmail.com,2023-02-23,0,None,None,1,1,1,20,2,2021-03-13
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2008-08-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2008-09-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2008-10-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2008-11-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2008-12-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2009-01-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2009-02-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2009-03-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2009-04-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2009-05-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2009-06-18
Elizabeth Gilbert,elizabeth.gilbert@gmail.com,2013-08-29,0,None,None,1,1,1,15,2,2009-07-18
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2017-03-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2017-04-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2017-05-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2017-06-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2017-07-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2017-08-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2017-09-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2017-10-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2017-11-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2017-12-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2018-01-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2018-02-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2018-03-01
Kevin Brown,kevin.brown@gmail.com,2011-07-07,0,None,None,1,1,1,15,2,2018-04-01
Ashley Green,ashley.green@gmail.com,2010-11-01,0,None,None,1,1,1,10,3,2007-02-15
Ashley Green,ashley.green@gmail.com,2010-11-01,0,None,None,1,1,1,10,3,2007-03-15
Ashley Green,ashley.green@gmail.com,2010-11-01,0,None,None,1,1,1,10,3,2007-04-15
Ashley Green,ashley.green@gmail.com,2010-11-01,0,None,None,1,1,1,10,3,2007-05-15
Ashley Green,ashley.green@gmail.com,2010-11-01,0,None,None,1,1,1,10,3,2007-06-15
Ashley Green,ashley.green@gmail.com,2010-11-01,0,None,None,1,1,1,10,3,2007-07-15
Ashley Green,ashley.green@gmail.com,2010-11-01,0,None,None,1,1,1,10,3,2007-08-15
Ashley Green,ashley.green@gmail.com,2010-11-01,0,None,None,1,1,1,10,3,2007-09-15
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2022-09-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2022-10-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2022-11-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2022-12-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-01-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-02-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-03-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-04-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-05-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-06-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-07-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-08-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-09-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-10-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-11-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2023-12-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2024-01-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2024-02-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2024-03-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2024-04-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2024-05-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2024-06-02
Corey Rice,corey.rice@gmail.com,2015-05-05,0,None,None,1,1,1,100,3,2024-07-02
Michael Powers,michael.powers@gmail.com,2021-10-14,0,None,None,1,1,1,100,2,2012-08-23
Michael Powers,michael.powers@gmail.com,2021-10-14,0,None,None,1,1,1,100,2,2012-09-23
Michael Powers,michael.powers@gmail.com,2021-10-14,0,None,None,1,1,1,100,2,2012-10-23
Michael Powers,michael.powers@gmail.com,2021-10-14,0,None,None,1,1,1,100,2,2012-11-23
Michael Powers,michael.powers@gmail.com,2021-10-14,0,None,None,1,1,1,100,2,2012-12-23
Michael Powers,michael.powers@gmail.com,2021-10-14,0,None,None,1,1,1,100,2,2013-01-23
Michael Powers,michael.powers@gmail.com,2021-10-14,0,None,None,1,1,1,100,2,2013-02-23
Michael Powers,michael.powers@gmail.com,2021-10-14,0,None,None,1,1,1,100,2,2013-03-23
Michael Powers,michael.powers@gmail.com,2021-10-14,0,None,None,1,1,1,100,2,2013-04-23
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2011-04-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2011-05-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2011-06-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2011-07-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2011-08-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2011-09-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2011-10-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2011-11-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2011-12-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2012-01-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2012-02-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2012-03-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2012-04-26
Susan Foster,susan.foster@gmail.com,2023-02-19,0,None,None,1,1,1,15,2,2012-05-26
Sherry Brown,sherry.brown@gmail.com,2018-04-08,0,None,None,1,1,1,20,1,2018-02-17
Sherry Brown,sherry.brown@gmail.com,2018-04-08,0,None,None,1,1,1,20,1,2018-03-17
Sherry Brown,sherry.brown@gmail.com,2018-04-08,0,None,None,1,1,1,20,1,2018-04-17
Sherry Brown,sherry.brown@gmail.com,2018-04-08,0,None,None,1,1,1,20,1,2018-05-17
Sherry Brown,sherry.brown@gmail.com,2018-04-08,0,None,None,1,1,1,20,1,2018-06-17
Sherry Brown,sherry.brown@gmail.com,2018-04-08,0,None,None,1,1,1,20,1,2018-07-17
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2020-06-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2020-07-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2020-08-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2020-09-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2020-10-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2020-11-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2020-12-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2021-01-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2021-02-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2021-03-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2021-04-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2021-05-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2021-06-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2021-07-28
Susan Bishop,susan.bishop@gmail.com,2019-08-22,0,None,None,1,1,1,70,3,2021-08-28
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2009-07-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2009-08-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2009-09-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2009-10-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2009-11-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2009-12-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-01-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-02-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-03-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-04-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-05-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-06-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-07-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-08-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-09-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-10-04
Danielle Donaldson,danielle.donaldson@gmail.com,2021-04-02,0,None,None,1,1,1,35,1,2010-11-04
Matthew Freeman,matthew.freeman@gmail.com,2011-04-03,0,None,None,1,1,1,90,2,2017-05-15
Matthew Freeman,matthew.freeman@gmail.com,2011-04-03,0,None,None,1,1,1,90,2,2017-06-15
Matthew Freeman,matthew.freeman@gmail.com,2011-04-03,0,None,None,1,1,1,90,2,2017-07-15
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2012-08-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2012-09-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2012-10-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2012-11-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2012-12-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2013-01-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2013-02-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2013-03-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2013-04-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2013-05-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2013-06-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2013-07-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2013-08-18
Brian Roberts,brian.roberts@gmail.com,2023-07-27,0,None,None,1,1,1,20,3,2013-09-18
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-02-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-03-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-04-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-05-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-06-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-07-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-08-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-09-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-10-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-11-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2024-12-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2025-01-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2025-02-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2025-03-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2025-04-19
Kristin Smith,kristin.smith@gmail.com,2014-11-09,0,None,None,1,1,1,100,3,2025-05-19
Troy Smith,troy.smith@gmail.com,2020-07-13,0,None,None,1,1,1,15,1,2010-06-28
Troy Smith,troy.smith@gmail.com,2020-07-13,0,None,None,1,1,1,15,1,2010-07-28
Troy Smith,troy.smith@gmail.com,2020-07-13,0,None,None,1,1,1,15,1,2010-08-28
Christopher Wheeler,christopher.wheeler@gmail.com,2012-12-26,0,None,None,1,1,1,1,3,2023-09-20
Christopher Wheeler,christopher.wheeler@gmail.com,2012-12-26,0,None,None,1,1,1,1,3,2023-10-20
Christopher Wheeler,christopher.wheeler@gmail.com,2012-12-26,0,None,None,1,1,1,1,3,2023-11-20
Robert Collins,robert.collins@gmail.com,2021-04-12,0,None,None,1,1,1,10,1,2016-11-10
Robert Collins,robert.collins@gmail.com,2021-04-12,0,None,None,1,1,1,10,1,2016-12-10
Robert Collins,robert.collins@gmail.com,2021-04-12,0,None,None,1,1,1,10,1,2017-01-10
Robert Collins,robert.collins@gmail.com,2021-04-12,0,None,None,1,1,1,10,1,2017-02-10
Robert Collins,robert.collins@gmail.com,2021-04-12,0,None,None,1,1,1,10,1,2017-03-10
Robert Collins,robert.collins@gmail.com,2021-04-12,0,None,None,1,1,1,10,1,2017-04-10
Robert Collins,robert.collins@gmail.com,2021-04-12,0,None,None,1,1,1,10,1,2017-05-10
Robert Collins,robert.collins@gmail.com,2021-04-12,0,None,None,1,1,1,10,1,2017-06-10
Robert Collins,robert.collins@gmail.com,2021-04-12,0,None,None,1,1,1,10,1,2017-07-10
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-01-31
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-02-28
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-03-31
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-04-30
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-05-31
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-06-30
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-07-31
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-08-31
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-09-30
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-10-31
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-11-30
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2010-12-31
Kristen Hernandez,kristen.hernandez@gmail.com,2015-03-11,0,None,None,1,1,1,100,1,2011-01-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2022-12-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-01-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-02-28
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-03-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-04-30
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-05-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-06-30
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-07-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-08-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-09-30
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-10-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-11-30
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2023-12-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2024-01-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2024-02-29
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2024-03-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2024-04-30
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2024-05-31
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2024-06-30
Anne Williams,anne.williams@gmail.com,2017-09-15,0,None,None,1,1,1,10,2,2024-07-31
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2019-05-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2019-06-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2019-07-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2019-08-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2019-09-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2019-10-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2019-11-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2019-12-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2020-01-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2020-02-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2020-03-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2020-04-02
Jared Rivera,jared.rivera@gmail.com,2012-02-29,0,None,None,1,1,1,35,2,2020-05-02
