name,email,date,is_partner,company,role_company,donation_frecuency,suscription_status,donation_type,amount,method_pay,donation_date,donation_month
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-01-08,1
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-02-08,2
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-03-08,3
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-04-08,4
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-05-08,5
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-06-08,6
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-07-08,7
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-08-08,8
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-09-08,9
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-10-08,10
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-11-08,11
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2014-12-08,12
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2015-01-08,1
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2015-02-08,2
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2015-03-08,3
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2015-04-08,4
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2015-05-08,5
Katherine Phelps,katherine.phelps@gmail.com,2013-10-08,0,Particular,Particular,1,1,1,1355.38,3,2015-06-08,6
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2011-09-26,9
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2011-10-26,10
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2011-11-26,11
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2011-12-26,12
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-01-26,1
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-02-26,2
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-03-26,3
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-04-26,4
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-05-26,5
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-06-26,6
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-07-26,7
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-08-26,8
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-09-26,9
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-10-26,10
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-11-26,11
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2012-12-26,12
Jeffery Villegas,jeffery.villegas@gmail.com,2011-09-26,0,Particular,Particular,1,1,1,1807.17,3,2013-01-26,1
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2006-11-29,11
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2006-12-29,12
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-01-29,1
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-02-28,2
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-03-29,3
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-04-29,4
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-05-29,5
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-06-29,6
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-07-29,7
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-08-29,8
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-09-29,9
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-10-29,10
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-11-29,11
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2007-12-29,12
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2008-01-29,1
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2008-02-29,2
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2008-03-29,3
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2008-04-29,4
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2008-05-29,5
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2008-06-29,6
Robin Wilkins,robin.wilkins@gmail.com,2006-11-29,0,Particular,Particular,1,1,1,9035.86,3,2008-07-29,7
Jody King,jody.king@gmail.com,2022-09-11,0,Particular,Particular,1,1,1,3162.55,1,2022-09-11,9
Jody King,jody.king@gmail.com,2022-09-11,0,Particular,Particular,1,1,1,3162.55,1,2022-10-11,10
Jody King,jody.king@gmail.com,2022-09-11,0,Particular,Particular,1,1,1,3162.55,1,2022-11-11,11
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2013-03-02,3
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2013-04-02,4
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2013-05-02,5
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2013-06-02,6
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2013-07-02,7
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2013-08-02,8
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2013-09-02,9
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2013-10-02,10
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2013-11-02,11
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2013-12-02,12
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2014-01-02,1
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2014-02-02,2
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2014-03-02,3
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2014-04-02,4
Wesley Peterson,wesley.peterson@gmail.com,2013-03-02,0,Particular,Particular,1,1,1,6325.1,3,2014-05-02,5
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2008-08-21,8
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2008-09-21,9
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2008-10-21,10
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2008-11-21,11
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2008-12-21,12
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2009-01-21,1
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2009-02-21,2
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2009-03-21,3
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2009-04-21,4
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2009-05-21,5
Lisa Jones,lisa.jones@gmail.com,2008-08-21,0,Particular,Particular,1,1,1,6325.1,1,2009-06-21,6
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2022-06-17,6
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2022-07-17,7
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2022-08-17,8
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2022-10-17,10
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2022-11-17,11
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2022-12-17,12
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-01-17,1
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-02-17,2
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-03-17,3
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-04-17,4
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-05-17,5
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-06-17,6
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-07-17,7
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-08-17,8
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-09-17,9
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-10-17,10
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-11-17,11
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2023-12-17,12
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2024-01-17,1
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2024-02-17,2
Emily Washington,emily.washington@gmail.com,2022-06-17,0,Particular,Particular,1,1,1,1807.17,3,2024-03-17,3
Denise Edwards,denise.edwards@gmail.com,2007-05-28,0,Particular,Particular,1,1,1,1807.17,1,2007-05-28,5
Denise Edwards,denise.edwards@gmail.com,2007-05-28,0,Particular,Particular,1,1,1,1807.17,1,2007-06-28,6
Denise Edwards,denise.edwards@gmail.com,2007-05-28,0,Particular,Particular,1,1,1,1807.17,1,2007-07-28,7
Denise Edwards,denise.edwards@gmail.com,2007-05-28,0,Particular,Particular,1,1,1,1807.17,1,2007-08-28,8
Denise Edwards,denise.edwards@gmail.com,2007-05-28,0,Particular,Particular,1,1,1,1807.17,1,2007-09-28,9
Denise Edwards,denise.edwards@gmail.com,2007-05-28,0,Particular,Particular,1,1,1,1807.17,1,2007-10-28,10
Denise Edwards,denise.edwards@gmail.com,2007-05-28,0,Particular,Particular,1,1,1,1807.17,1,2007-11-28,11
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2010-12-19,12
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-01-19,1
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-02-19,2
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-03-19,3
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-04-19,4
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-05-19,5
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-06-19,6
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-07-19,7
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-08-19,8
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-09-19,9
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-10-19,10
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-11-19,11
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2011-12-19,12
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2012-01-19,1
Marcia Diaz,marcia.diaz@gmail.com,2010-12-19,0,Particular,Particular,1,1,1,4517.93,3,2012-02-19,2
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-01-31,1
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-02-28,2
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-03-31,3
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-04-30,4
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-05-31,5
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-06-30,6
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-07-31,7
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-08-31,8
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-09-30,9
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-10-31,10
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-11-30,11
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2019-12-31,12
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-01-31,1
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-02-29,2
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-03-31,3
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-04-30,4
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-05-31,5
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-06-30,6
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-07-31,7
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-08-31,8
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-09-30,9
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-10-31,10
Joshua Medina,joshua.medina@gmail.com,2019-01-31,0,Particular,Particular,1,1,1,903.59,1,2020-11-30,11
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2011-09-20,9
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2011-10-20,10
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2011-11-20,11
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2011-12-20,12
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-01-20,1
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-02-20,2
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-03-20,3
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-04-20,4
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-05-20,5
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-06-20,6
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-07-20,7
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-08-20,8
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-09-20,9
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-10-20,10
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-11-20,11
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2012-12-20,12
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2013-01-20,1
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2013-02-20,2
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2013-03-20,3
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2013-04-20,4
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2013-05-20,5
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2013-06-20,6
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2013-07-20,7
Michael Cox,michael.cox@gmail.com,2011-09-20,0,Particular,Particular,1,1,1,1355.38,2,2013-08-20,8
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2015-11-08,11
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2015-12-08,12
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-01-08,1
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-02-08,2
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-03-08,3
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-04-08,4
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-05-08,5
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-06-08,6
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-07-08,7
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-08-08,8
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-09-08,9
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-10-08,10
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-11-08,11
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2016-12-08,12
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2017-01-08,1
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2017-02-08,2
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2017-03-08,3
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2017-04-08,4
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2017-05-08,5
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2017-06-08,6
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2017-07-08,7
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2017-08-08,8
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2017-09-08,9
Christy Johnson,christy.johnson@gmail.com,2015-11-08,0,Particular,Particular,1,1,1,90.36,1,2017-10-08,10
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2007-04-12,4
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2007-05-12,5
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2007-06-12,6
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2007-07-12,7
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2007-08-12,8
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2007-09-12,9
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2007-10-12,10
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2007-11-12,11
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2007-12-12,12
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2008-01-12,1
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2008-02-12,2
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2008-03-12,3
Veronica Ward,veronica.ward@gmail.com,2007-04-12,0,Particular,Particular,1,1,1,903.59,1,2008-04-12,4
Austin Hamilton,austin.hamilton@gmail.com,2023-10-06,0,Particular,Particular,1,1,1,6325.1,3,2023-10-06,10
Austin Hamilton,austin.hamilton@gmail.com,2023-10-06,0,Particular,Particular,1,1,1,6325.1,3,2023-11-06,11
Austin Hamilton,austin.hamilton@gmail.com,2023-10-06,0,Particular,Particular,1,1,1,6325.1,3,2023-12-06,12
Austin Hamilton,austin.hamilton@gmail.com,2023-10-06,0,Particular,Particular,1,1,1,6325.1,3,2024-01-06,1
Austin Hamilton,austin.hamilton@gmail.com,2023-10-06,0,Particular,Particular,1,1,1,6325.1,3,2024-02-06,2
Austin Hamilton,austin.hamilton@gmail.com,2023-10-06,0,Particular,Particular,1,1,1,6325.1,3,2024-03-06,3
Austin Hamilton,austin.hamilton@gmail.com,2023-10-06,0,Particular,Particular,1,1,1,6325.1,3,2024-04-06,4
Angel Moran,angel.moran@gmail.com,2010-01-20,0,Particular,Particular,1,1,1,9035.86,3,2010-01-20,1
Angel Moran,angel.moran@gmail.com,2010-01-20,0,Particular,Particular,1,1,1,9035.86,3,2010-02-20,2
Angel Moran,angel.moran@gmail.com,2010-01-20,0,Particular,Particular,1,1,1,9035.86,3,2010-03-20,3
Angel Moran,angel.moran@gmail.com,2010-01-20,0,Particular,Particular,1,1,1,9035.86,3,2010-04-20,4
Angel Moran,angel.moran@gmail.com,2010-01-20,0,Particular,Particular,1,1,1,9035.86,3,2010-05-20,5
Angel Moran,angel.moran@gmail.com,2010-01-20,0,Particular,Particular,1,1,1,9035.86,3,2010-06-20,6
Angel Moran,angel.moran@gmail.com,2010-01-20,0,Particular,Particular,1,1,1,9035.86,3,2010-07-20,7
Emily Schroeder,emily.schroeder@gmail.com,2016-10-25,0,Particular,Particular,1,1,1,1355.38,3,2016-10-25,10
Emily Schroeder,emily.schroeder@gmail.com,2016-10-25,0,Particular,Particular,1,1,1,1355.38,3,2016-11-25,11
Emily Schroeder,emily.schroeder@gmail.com,2016-10-25,0,Particular,Particular,1,1,1,1355.38,3,2016-12-25,12
Emily Schroeder,emily.schroeder@gmail.com,2016-10-25,0,Particular,Particular,1,1,1,1355.38,3,2017-01-25,1
Emily Schroeder,emily.schroeder@gmail.com,2016-10-25,0,Particular,Particular,1,1,1,1355.38,3,2017-02-25,2
